_id,SEGMENT_ID,INSTALLED,UPGRADED,PRE_AMALGAMATION,STREET_NAME,FROM_STREET,TO_STREET,ROADCLASS,CNPCLASS,SURFACE,OWNER,DIR_LOWORDER,INFRA_LOWORDER,INFRA_HIGHORDER,CONVERTED,geometry
1193,676,2007,, ,Old Park Rd,Ridelle Ave,Elm Ridge Crcl, , , , , ,Signed Route (No Pavement Markings),Signed Route (No Pavement Markings), ,"{""coordinates"": [[[-79.4324774632679, 43.704396779291], [-79.4324552901752, 43.7045177478345], [-79.432466604034, 43.7046399711356], [-79.4325804111458, 43.7049291691723], [-79.4328493341596, 43.7055512741189], [-79.4329630691003, 43.7058560969965]]], ""type"": ""MultiLineString""}"
1194,684,2007,, ,Ronan Ave,Snowdon Ave,Lawrence Ave E, , , , , ,Signed Route (No Pavement Markings),Signed Route (No Pavement Markings), ,"{""coordinates"": [[[-79.3939701235021, 43.7268586263927], [-79.3944993614177, 43.7281899537369], [-79.3949058966876, 43.7292039980266], [-79.3952741558019, 43.7301678570505], [-79.395603436243, 43.7309998632744], [-79.3959171877053, 43.7318341928094], [-79.3962315670237, 43.7326852129135]]], ""type"": ""MultiLineString""}"
1195,354,2001,, ,Taylor Creek Trl,Halsey Ave,Lumsden Ave, , , , , ,Multi-Use Trail - Entrance,Multi-Use Trail - Entrance, ,"{""coordinates"": [[[-79.303361623952, 43.6951568478271], [-79.3034008035359, 43.6952355468706], [-79.3034377132707, 43.6952803485472], [-79.3035536711851, 43.6953875975037], [-79.3036368242309, 43.6954645933722], [-79.3036861949183, 43.6955268230619], [-79.3037488657845, 43.6956610228545], [-79.3038269332982, 43.6959129948685], [-79.3038357017975, 43.6959898719043], [-79.3038309656801, 43.6960650785277], [-79.3038218080067, 43.6961075758878], [-79.3037741968647, 43.6961941765545], [-79.3036171874427, 43.6964224378709], [-79.3034689578505, 43.6965663702106], [-79.303414900169, 43.6966106562942], [-79.3033471604957, 43.6966543337309], [-79.3032996164836, 43.6966752717289], [-79.3032480376121, 43.6967008753295], [-79.3032109536872, 43.6967212552122], [-79.3031787059249, 43.6967381320087], [-79.3031456730233, 43.6967526770111], [-79.3031158348595, 43.6967724743559], [-79.303086798562, 43.696794029225], [-79.3030714560561, 43.6968080177953], [-79.3030601371988, 43.6968249306125], [-79.303050444499, 43.6968377587468], [-79.3030415560023, 43.6968470867658], [-79.3030294555743, 43.6968564101497], [-79.3029947989965, 43.6968738687267], [-79.3029588684952, 43.6968980841623], [-79.3029180231654, 43.6969380532632], [-79.3028862605474, 43.6969699989643], [-79.3028533528409, 43.6970068573832], [-79.3028374406054, 43.6970322594685], [-79.3028113419133, 43.6970617485654], [-79.3027776197182, 43.6970934748243], [-79.302756875347, 43.6971207318267], [-79.3027500447451, 43.6971346630302], [-79.3027398313996, 43.6971469510619], [-79.3027250883782, 43.6971600494922], [-79.3026876495177, 43.6971977290602], [-79.3026660735458, 43.6972288632637], [-79.3026490278678, 43.6972518060143], [-79.3026400831877, 43.6972634742385], [-79.3026331413205, 43.6972731125299], [-79.3026308399689, 43.6972829469603], [-79.3026285147689, 43.697303455973], [-79.3026227551176, 43.6973354365932], [-79.3026204218493, 43.6973584038424], [-79.3026220910624, 43.697375626182], [-79.302621486543, 43.6973859406101], [-79.302617483327, 43.6973964471978], [-79.3026025980057, 43.6974264236744], [-79.3025882756819, 43.6974628991484], [-79.3025406275972, 43.6975576192748], [-79.3025275691312, 43.6975869949104], [-79.3024975250626, 43.6976432559369], [-79.3024748365702, 43.6977460203973], [-79.3024327486922, 43.6979204375465], [-79.3023984441806, 43.6979592736962], [-79.3023670228705, 43.6979890415265], [-79.3023405159982, 43.6980145602392], [-79.3023208778889, 43.6980372455187], [-79.3023041606384, 43.6980620700508], [-79.302245017384, 43.6981933243734], [-79.302218376224, 43.6982600317958], [-79.3022055342033, 43.698294799534], [-79.3021933819282, 43.6983352392724], [-79.3021808493862, 43.6983551104195], [-79.3021701436148, 43.6983699080033], [-79.3021576681329, 43.698383740286], [-79.3021461007646, 43.6983930545949], [-79.3021336420284, 43.6984014141239], [-79.3021176352753, 43.6984100816541], [-79.302095854254, 43.6984203513148], [-79.3020709571239, 43.6984312546667], [-79.3020558529404, 43.6984367111932], [-79.3019209267128, 43.6984856919764]]], ""type"": ""MultiLineString""}"
1196,1000,2008,2015, ,Lower Don River Trl,Lower Don River Trl Branch,Lower Don River Trl Branch, , , , , ,Multi-Use Trail,Multi-Use Trail, ,"{""coordinates"": [[[-79.3552878997552, 43.6602006308549], [-79.3553449696288, 43.6603935640881], [-79.3555269032641, 43.6609850186184], [-79.355604890807, 43.6612340573959], [-79.3556473863161, 43.6613862319568], [-79.3556497006103, 43.6614138951046], [-79.3556519817577, 43.6614553941738], [-79.3556494260012, 43.6615279939737], [-79.3556493141799, 43.6615746657922], [-79.3556444619167, 43.6616126894355], [-79.3556396373947, 43.6616386153096], [-79.3556616193636, 43.6617064042704], [-79.3556852327076, 43.6617500185813], [-79.3557110603881, 43.6618164711863], [-79.3557380001104, 43.6618534908005], [-79.355768057143, 43.6618935387922], [-79.3557794244506, 43.6619199630707], [-79.3557969938008, 43.661966035199], [-79.3558320877227, 43.6620717444116], [-79.355857927106, 43.662132912307], [-79.3558723558093, 43.6621857674731], [-79.3558971272929, 43.6622424522442]]], ""type"": ""MultiLineString""}"
1197,1129,2013,, ,Esther Shiner Blvd,Provost Dr,Old Leslie St, , , , , ,Bike Lane,Bike Lane, ,"{""coordinates"": [[[-79.3704799796289, 43.7683403174429], [-79.3674835999013, 43.7690972090589], [-79.3662074353088, 43.7693221261125]]], ""type"": ""MultiLineString""}"
1198,1110,2005,, ,Cosburn Ave,Logan Ave,Coxwell Ave, , , , , ,Bike Lane,Bike Lane, ,"{""coordinates"": [[[-79.3532990308884, 43.6885216456581], [-79.3493768969457, 43.6893227677384], [-79.3488156567027, 43.6894326563754], [-79.3453686635133, 43.6900927120209], [-79.3426710412623, 43.6906196204886], [-79.3425220107789, 43.6906575735666], [-79.3423541749265, 43.6906900997389], [-79.3422139352901, 43.6907489106392], [-79.3421064255191, 43.690814857802], [-79.3420534500022, 43.6908604301855], [-79.3416902703383, 43.6911728983232], [-79.3411498454818, 43.6912935508579], [-79.3406540668113, 43.6914042545407], [-79.3396797050826, 43.6916181148789], [-79.3387151284998, 43.6918238300378], [-79.3377636168833, 43.6920289804099], [-79.336770510457, 43.6922528860687], [-79.3356971500854, 43.6925016733551], [-79.3345552197506, 43.6927403994963], [-79.3342956741059, 43.6927940565041], [-79.3333996557515, 43.6929701065582], [-79.3330794435696, 43.6930443312316], [-79.3323685896927, 43.6931939077985], [-79.3320522486613, 43.6932576739669], [-79.3311396671212, 43.6934769313573], [-79.3301278076004, 43.6937072846727], [-79.3299750462786, 43.6937205918937], [-79.3290655198162, 43.6938959829615], [-79.3280182963057, 43.6941365360679]]], ""type"": ""MultiLineString""}"
1199,1295,2015,2021, ,Bayview Ave,Front St E,Mill St, , , , , , ,Bi-Directional Cycle Track, ,"{""coordinates"": [[[-79.3530564800415, 43.6528483159847], [-79.3531152953427, 43.652936842496], [-79.3531152978287, 43.6529368397988], [-79.3532093846855, 43.6530195967001], [-79.3532156120431, 43.65302507302], [-79.3532343277089, 43.6530424732671], [-79.3533381663895, 43.6531390146545], [-79.3534156321557, 43.6532200929082], [-79.3534625839467, 43.6532771424852], [-79.3534663119115, 43.6532816722452], [-79.3535141552946, 43.6533473345398], [-79.3535662186548, 43.6534212114552], [-79.3536144133131, 43.6534898473038], [-79.3536152655374, 43.6534911571921], [-79.3536202035438, 43.653498728254], [-79.3536245178083, 43.6535053461737], [-79.3536482345486, 43.653541725811], [-79.3536738509338, 43.6535810189129], [-79.3536747488685, 43.6535823954693], [-79.3536929549479, 43.6536239474225]]], ""type"": ""MultiLineString""}"
1200,1041,2018,, ,Stilecroft Ave,Sentinel Rd,Black Creek Trl, , , , , ,Sharrows - Wayfinding,Sharrows - Wayfinding, ,"{""coordinates"": [[[-79.4938019613215, 43.7497105660265], [-79.4942113868652, 43.7496077208315], [-79.4942848615874, 43.7495864285794], [-79.494329098782, 43.7495693951031], [-79.494367104876, 43.7495547601238], [-79.4944502933412, 43.7495060802783], [-79.4944910266723, 43.7494585216838], [-79.4945433204842, 43.7494071570174], [-79.4945720007138, 43.7493713236866], [-79.4945960240276, 43.7493413094073], [-79.4946264110882, 43.7493103556963], [-79.4946489138848, 43.7492874324834], [-79.4947272620492, 43.7491773999935], [-79.4947465286749, 43.7491571508695], [-79.4947693853462, 43.749133126801], [-79.4948146508457, 43.7490653434872], [-79.4948582273005, 43.7489859296212], [-79.4950062322193, 43.7489034887417], [-79.495051271595, 43.7488621670659], [-79.4951037025114, 43.7488378813708], [-79.4951518779731, 43.748815565835], [-79.4952180591115, 43.7487770389619], [-79.495259257381, 43.7487557537266], [-79.4953250378586, 43.7487262747866], [-79.4954880880406, 43.7486788746884], [-79.4955952597317, 43.7486668181529], [-79.4956577446504, 43.7486527876637], [-79.4958965282898, 43.7486219871579], [-79.4960315604029, 43.7486132787586], [-79.4962038797565, 43.7486106121535], [-79.496281186595, 43.7486136661038], [-79.4963663155477, 43.7486041554671], [-79.4965242563973, 43.7485981205699]]], ""type"": ""MultiLineString""}"
1201,133,2001,, ,Waterfront Trl,Lake Promenade,Lake Promenade, , , , , ,Multi-Use Trail,Multi-Use Trail, ,"{""coordinates"": [[[-79.5344803113623, 43.588392241765], [-79.5344621777576, 43.5883423611453], [-79.534424885939, 43.5883133246711], [-79.5343477404935, 43.5882797193223], [-79.5342928923158, 43.5882573131521], [-79.5341934706968, 43.5882274409827], [-79.5340854940973, 43.5882013149847], [-79.5340392109971, 43.5881926063599], [-79.5339775074729, 43.5881814178975], [-79.533927809981, 43.5881789401525], [-79.5338421252435, 43.5881764721441], [-79.5337615715763, 43.5881814827692], [-79.5336381928139, 43.5882051848746], [-79.5334656199667, 43.5882411603452], [-79.533358882835, 43.5882613287043], [-79.533288625433, 43.5882762916055], [-79.5331468126661, 43.5883106652755], [-79.5330544110504, 43.5883426031018], [-79.5329766414876, 43.5883666954624], [-79.5329165749473, 43.5883779105877], [-79.5328071215106, 43.5883910400721], [-79.5326890130361, 43.5884042880457], [-79.5325996688986, 43.588413828099], [-79.5324240913262, 43.5884351583789], [-79.5323085718788, 43.5884525467963], [-79.5321902098394, 43.5884784143717], [-79.5320548331359, 43.5885058627518], [-79.5319451037717, 43.5885366154446], [-79.5318663557848, 43.5885594840243], [-79.5317433532409, 43.5885926625148], [-79.5316538617975, 43.5886031380213], [-79.5315853210303, 43.5886106371902], [-79.5314619365843, 43.5886243723319], [-79.531325945307, 43.5886381188968], [-79.5311807767979, 43.5886504725771], [-79.5310791216254, 43.5886583414275], [-79.5309612822252, 43.5886667717619], [-79.5308326797736, 43.5886724054244], [-79.5306609287379, 43.5886718854231], [-79.5304594059166, 43.5886694908946], [-79.5304012368567, 43.5886655457356], [-79.5303549182621, 43.5886573217082], [-79.530303430244, 43.5886408807005], [-79.5302588631017, 43.5886234485777], [-79.5302185186748, 43.5886031249529], [-79.5301768314668, 43.5885720899321], [-79.5301376940674, 43.5885384338991], [-79.5300188421114, 43.5884354164643], [-79.5299853091549, 43.5884154150204], [-79.5299195789974, 43.5883968532292], [-79.5297882023713, 43.5883785164572], [-79.5297268370028, 43.5883713042579], [-79.5296737558232, 43.5883628746787], [-79.5296190140492, 43.5883520421156], [-79.5295808683666, 43.5883448148185], [-79.529555986932, 43.5883399964714], [-79.529534427374, 43.5883388048489], [-79.5295078888724, 43.5883388117016], [-79.5294830109742, 43.5883412215096], [-79.5294562391154, 43.5883451989542], [-79.5294299392584, 43.5883520918437], [-79.529406724893, 43.5883629445756], [-79.5293835122794, 43.588377415889], [-79.5293503637193, 43.5884063640953], [-79.5293155450629, 43.5884389232054], [-79.5292542212096, 43.5885148842241], [-79.5292078191752, 43.5885896451037], [-79.5291597604938, 43.5886704283621], [-79.5291464995989, 43.5886981652381], [-79.5291398812003, 43.5887126322694], [-79.5291349104375, 43.5887283050759], [-79.5291315973684, 43.5887403588734], [-79.5291316090741, 43.5887620622874], [-79.5291332871239, 43.5888006421115], [-79.5291399534664, 43.5888572955927], [-79.5291632518141, 43.5890224583119], [-79.5291881954631, 43.5891683205754], [-79.5292189815973, 43.5893338126159]]], ""type"": ""MultiLineString""}"
1202,206,2001,, ,Wilket Creek Trl / Edwards Gardens Trl,Edwards Gardens Trl Branch,Edwards Gardens Trl Branch, , , , , ,Park Road,Park Road, ,"{""coordinates"": [[[-79.3580510400951, 43.732971612594], [-79.3580252412854, 43.7329945993961], [-79.3579987878063, 43.7330214559075], [-79.3579794904119, 43.7330405703458], [-79.3579559164618, 43.7330576100837], [-79.3579309222541, 43.7330710286571], [-79.3578952263325, 43.7330849478908], [-79.3578509749789, 43.7330999015166], [-79.3578209990654, 43.7331102084462], [-79.3578110075478, 43.733114850553], [-79.3577981423824, 43.7331220724366], [-79.3577881337419, 43.7331344735797], [-79.3577838192334, 43.7331479178482], [-79.3577837813222, 43.7331644629604], [-79.3577844866122, 43.733170674686], [-79.3577916106764, 43.7331817370591], [-79.3576825107118, 43.7332191354951], [-79.3572074674311, 43.7333837128779], [-79.356987247537, 43.7334605564801], [-79.3569635067172, 43.7334682417264], [-79.356950418348, 43.7334705935701], [-79.3569348694003, 43.7334735454149], [-79.3569176831135, 43.7334764862068], [-79.3569062182501, 43.73347944316], [-79.3568947559395, 43.7334865406805], [-79.3568832755322, 43.7334960235028], [-79.3568775302487, 43.7335055036039], [-79.3568750497503, 43.733514988693], [-79.3568750243047, 43.7335256731194], [-79.3568774652723, 43.7335327871465], [-79.3568951663403, 43.7335592099129], [-79.3568403818814, 43.7335765532862]]], ""type"": ""MultiLineString""}"
